,dataset,algorithm,split_number,pchembl_value,predicted,absolute_error
CHEMBL1090094,CHRM3,modsar,1,5.43,5.489421077221829,0.05942107722182932
CHEMBL1090096,CHRM3,modsar,1,5.37,5.2917803831649,0.07821961683510015
CHEMBL1113,CHRM3,modsar,1,5.75,5.699999999999989,0.05000000000001137
CHEMBL1172,CHRM3,modsar,1,6.35,6.52,0.16999999999999993
CHEMBL1180298,CHRM3,modsar,1,6.28,6.420000820563715,0.14000082056371443
CHEMBL1180305,CHRM3,modsar,1,5.3,6.872038113419977,1.5720381134199775
CHEMBL1180343,CHRM3,modsar,1,4.28,5.8188781742665014,1.5388781742665012
CHEMBL1182210,CHRM3,modsar,1,6.42,6.9971381080362445,0.5771381080362445
CHEMBL1184074,CHRM3,modsar,1,6.35,5.889684705882351,0.46031529411764893
CHEMBL1184092,CHRM3,modsar,1,6.54,5.787754756577394,0.7522452434226059
CHEMBL1184108,CHRM3,modsar,1,4.78,4.90938545253406,0.12938545253406009
CHEMBL1184138,CHRM3,modsar,1,5.5,5.598268974195527,0.09826897419552694
CHEMBL1184244,CHRM3,modsar,1,6.66,5.958575918404611,0.7014240815953894
CHEMBL1186941,CHRM3,modsar,1,4.41,4.222684371051223,0.1873156289487774
CHEMBL1190784,CHRM3,modsar,1,6.39,5.619646078823399,0.7703539211766008
CHEMBL1192621,CHRM3,modsar,1,6.13,6.4299994389819695,0.29999943898196957
CHEMBL1194314,CHRM3,modsar,1,9.43,9.671982161420349,0.24198216142034923
CHEMBL1195513,CHRM3,modsar,1,9.35,9.39695188954282,0.046951889542819814
CHEMBL1196395,CHRM3,modsar,1,5.68,7.300000000000011,1.6200000000000117
CHEMBL1197131,CHRM3,modsar,1,9.22,9.67243451458729,0.45243451458728856
CHEMBL1197156,CHRM3,modsar,1,9.23,9.384140889355368,0.15414088935536796
CHEMBL1197216,CHRM3,modsar,1,8.98,9.29948437791789,0.31948437791789
CHEMBL1197261,CHRM3,modsar,1,9.55,9.133003241327328,0.4169967586726724
CHEMBL1200406,CHRM3,modsar,1,6.35,6.119999999999999,0.23000000000000043
CHEMBL1200633,CHRM3,modsar,1,5.22,5.19,0.02999999999999936
CHEMBL120135,CHRM3,modsar,1,5.59,5.666793062933479,0.0767930629334792
CHEMBL1231,CHRM3,modsar,1,8.57,9.814678396019747,1.2446783960197472
CHEMBL1289758,CHRM3,modsar,1,7.8,8.099999999999994,0.2999999999999945
CHEMBL1289982,CHRM3,modsar,1,7.7,8.099999999999994,0.39999999999999414
CHEMBL1289983,CHRM3,modsar,1,8.3,8.099999999999994,0.2000000000000064
CHEMBL1290183,CHRM3,modsar,1,7.0,6.994507630134174,0.005492369865826241
CHEMBL1290294,CHRM3,modsar,1,6.9,6.256862542780685,0.6431374572193151
CHEMBL1290635,CHRM3,modsar,1,6.6,6.941871771557383,0.3418717715573836
CHEMBL134641,CHRM3,modsar,1,7.22,6.42,0.7999999999999998
CHEMBL135645,CHRM3,modsar,1,7.55,6.52,1.0300000000000002
CHEMBL1626,CHRM3,modsar,1,7.41,9.42356592361206,2.0135659236120595
CHEMBL1734,CHRM3,modsar,1,6.88,6.66020138054854,0.21979861945145984
CHEMBL1777826,CHRM3,modsar,1,8.92,7.3971273429705775,1.5228726570294224
CHEMBL1779033,CHRM3,modsar,1,9.22,7.806966265922611,1.4130337340773895
CHEMBL1779037,CHRM3,modsar,1,8.77,7.346315570059332,1.4236844299406677
CHEMBL1779042,CHRM3,modsar,1,7.13,7.370688019226318,0.24068801922631788
CHEMBL1779046,CHRM3,modsar,1,8.82,7.5065992402035695,1.3134007597964308
CHEMBL1789387,CHRM3,modsar,1,9.52,9.033829705741605,0.486170294258395
CHEMBL1789446,CHRM3,modsar,1,8.22,5.269604423470474,2.9503955765295267
CHEMBL1789452,CHRM3,modsar,1,9.22,9.038440227983482,0.1815597720165183
CHEMBL1789454,CHRM3,modsar,1,9.22,9.358646340579792,0.13864634057979153
CHEMBL1900528,CHRM3,modsar,1,9.46,10.242906920276875,0.7829069202768739
CHEMBL1921912,CHRM3,modsar,1,8.2,9.926474192378599,1.7264741923785998
CHEMBL1921914,CHRM3,modsar,1,9.7,9.845566189545588,0.14556618954558864
CHEMBL1921923,CHRM3,modsar,1,8.5,9.302466997191953,0.8024669971919529
CHEMBL1921929,CHRM3,modsar,1,9.2,9.685087816588599,0.48508781658859945
CHEMBL1921935,CHRM3,modsar,1,10.2,9.880826555780686,0.31917344421931304
CHEMBL1921945,CHRM3,modsar,1,10.0,9.609204954066419,0.39079504593358116
CHEMBL1922048,CHRM3,modsar,1,8.9,9.103102660237226,0.20310266023722612
CHEMBL1924025,CHRM3,modsar,1,9.8,9.64892169643609,0.15107830356391005
CHEMBL1924028,CHRM3,modsar,1,8.5,9.315314877589518,0.8153148775895183
CHEMBL1924030,CHRM3,modsar,1,9.1,9.624885377273992,0.5248853772739928
CHEMBL1924034,CHRM3,modsar,1,8.0,6.7999999999999545,1.2000000000000455
CHEMBL1924042,CHRM3,modsar,1,9.0,9.382635145636803,0.3826351456368027
CHEMBL1924044,CHRM3,modsar,1,8.3,9.52023660542932,1.220236605429319
CHEMBL1963462,CHRM3,modsar,1,10.5,8.822471389521928,1.6775286104780722
CHEMBL2206585,CHRM3,modsar,1,6.7,7.339319917347352,0.6393199173473514
CHEMBL2206587,CHRM3,modsar,1,7.99,7.511749077327447,0.47825092267255354
CHEMBL2206589,CHRM3,modsar,1,7.56,7.609122176989132,0.04912217698913235
CHEMBL2206594,CHRM3,modsar,1,6.41,7.103830512922673,0.6938305129226725
CHEMBL2206595,CHRM3,modsar,1,7.28,7.31608590888376,0.036085908883760176
CHEMBL2206604,CHRM3,modsar,1,6.65,7.516752529269609,0.8667525292696086
CHEMBL2206605,CHRM3,modsar,1,7.09,6.036228694645706,1.053771305354294
CHEMBL2206607,CHRM3,modsar,1,7.35,7.544564305466101,0.19456430546610104
CHEMBL2307674,CHRM3,modsar,1,5.87,5.790284128035542,0.07971587196445817
CHEMBL2308786,CHRM3,modsar,1,6.08,6.512156032489487,0.43215603248948664
CHEMBL296419,CHRM3,modsar,1,6.08,4.587396953699365,1.4926030463006352
CHEMBL303758,CHRM3,modsar,1,5.57,5.496871583088158,0.07312841691184246
CHEMBL305906,CHRM3,modsar,1,7.47,4.72,2.75
CHEMBL3084394,CHRM3,modsar,1,6.87,6.92975192101945,0.05975192101944948
CHEMBL3084638,CHRM3,modsar,1,5.19,6.236444784029688,1.0464447840296875
CHEMBL3084639,CHRM3,modsar,1,6.69,6.466730712733022,0.22326928726697837
CHEMBL3084662,CHRM3,modsar,1,6.01,6.8132390331442565,0.8032390331442567
CHEMBL3084663,CHRM3,modsar,1,5.71,6.337526297818727,0.6275262978187266
CHEMBL3085078,CHRM3,modsar,1,7.56,7.486833789664841,0.07316621033515869
CHEMBL3085079,CHRM3,modsar,1,6.14,6.147897103760872,0.007897103760872604
CHEMBL3085080,CHRM3,modsar,1,6.11,6.614986440244367,0.5049864402443669
CHEMBL3085084,CHRM3,modsar,1,5.67,6.607818115549204,0.937818115549204
CHEMBL3085087,CHRM3,modsar,1,7.24,6.736833789627202,0.5031662103727985
CHEMBL3085088,CHRM3,modsar,1,6.37,6.26593516314373,0.10406483685626977
CHEMBL3085090,CHRM3,modsar,1,7.96,7.513667681776554,0.44633231822344577
CHEMBL3087235,CHRM3,modsar,1,10.3,10.031759076798833,0.26824092320116755
CHEMBL3087237,CHRM3,modsar,1,9.6,9.631136207682317,0.031136207682317618
CHEMBL3087238,CHRM3,modsar,1,9.9,9.520874859579877,0.3791251404201237
CHEMBL3087239,CHRM3,modsar,1,7.0,9.717642292540084,2.7176422925400843
CHEMBL3087242,CHRM3,modsar,1,10.0,9.116496201020272,0.8835037989797279
CHEMBL3087363,CHRM3,modsar,1,7.5,9.573239332833335,2.073239332833335
CHEMBL3087365,CHRM3,modsar,1,8.6,9.615172556165112,1.015172556165112
CHEMBL3087367,CHRM3,modsar,1,9.8,9.206800022925574,0.593199977074427
CHEMBL3087373,CHRM3,modsar,1,9.1,9.417952241294508,0.31795224129450794
CHEMBL3087376,CHRM3,modsar,1,9.1,9.391321510945726,0.29132151094572656
CHEMBL3087946,CHRM3,modsar,1,9.7,9.137553332671878,0.5624466673281212
CHEMBL3087949,CHRM3,modsar,1,10.0,9.53945332293464,0.46054667706535923
CHEMBL3088077,CHRM3,modsar,1,7.4,9.653050384335364,2.2530503843353635
CHEMBL3140094,CHRM3,modsar,1,7.05,6.880744119780852,0.16925588021914795
CHEMBL3140096,CHRM3,modsar,1,7.07,7.49002153698016,0.4200215369801601
CHEMBL3140111,CHRM3,modsar,1,8.19,7.700513849313694,0.4894861506863055
CHEMBL3140112,CHRM3,modsar,1,7.37,6.957675318863909,0.41232468113609144
CHEMBL3140145,CHRM3,modsar,1,6.95,7.251752819819329,0.30175281981932844
CHEMBL3140203,CHRM3,modsar,1,7.96,7.282390025321417,0.6776099746785826
CHEMBL3140261,CHRM3,modsar,1,7.67,7.272506690056549,0.3974933099434512
CHEMBL3401643,CHRM3,modsar,1,8.96,8.084479190469592,0.8755208095304088
CHEMBL3559199,CHRM3,modsar,1,7.19,8.925003229167158,1.735003229167158
CHEMBL3559205,CHRM3,modsar,1,7.22,8.618603974003607,1.3986039740036071
CHEMBL3633663,CHRM3,modsar,1,4.835,4.56,0.27500000000000036
CHEMBL3633665,CHRM3,modsar,1,4.265,4.56,0.29499999999999993
CHEMBL411,CHRM3,modsar,1,4.73,4.72,0.010000000000000675
CHEMBL415,CHRM3,modsar,1,6.77,6.720000000000002,0.04999999999999716
CHEMBL42,CHRM3,modsar,1,7.11,6.41,0.7000000000000002
CHEMBL43064,CHRM3,modsar,1,6.12,5.710645652036222,0.40935434796377823
CHEMBL448904,CHRM3,modsar,1,6.8,6.3,0.5
CHEMBL450093,CHRM3,modsar,1,6.4,6.299999999999996,0.10000000000000409
CHEMBL450781,CHRM3,modsar,1,8.1,7.881043015178031,0.21895698482196835
CHEMBL451040,CHRM3,modsar,1,7.0,6.490230718026396,0.5097692819736039
CHEMBL451043,CHRM3,modsar,1,7.0,7.5125011188394,0.5125011188394
CHEMBL459265,CHRM3,modsar,1,5.36,5.100000000000113,0.259999999999887
CHEMBL480299,CHRM3,modsar,1,7.7,7.565307678233111,0.13469232176688894
CHEMBL492978,CHRM3,modsar,1,8.0,6.362171782762869,1.6378282172371312
CHEMBL492988,CHRM3,modsar,1,7.1,6.628458872495356,0.4715411275046435
CHEMBL493079,CHRM3,modsar,1,7.5,6.582097144592058,0.9179028554079416
CHEMBL493328,CHRM3,modsar,1,8.0,7.280289204990112,0.7197107950098882
CHEMBL494131,CHRM3,modsar,1,5.5,7.275303390449808,1.7753033904498077
CHEMBL494749,CHRM3,modsar,1,7.7,6.133170119923289,1.5668298800767113
CHEMBL494781,CHRM3,modsar,1,6.3,6.274440521878192,0.025559478121808255
CHEMBL495361,CHRM3,modsar,1,6.0,6.506046592533655,0.5060465925336546
CHEMBL496376,CHRM3,modsar,1,4.96,6.328827083682652,1.3688270836826524
CHEMBL498556,CHRM3,modsar,1,5.52,7.300000000000011,1.7800000000000118
CHEMBL501348,CHRM3,modsar,1,7.8,7.800000000000011,1.1546319456101628e-14
CHEMBL502000,CHRM3,modsar,1,5.8,7.746860980959013,1.9468609809590136
CHEMBL503025,CHRM3,modsar,1,7.3,7.458661500443441,0.15866150044344085
CHEMBL507581,CHRM3,modsar,1,5.8,6.300000000000002,0.5000000000000018
CHEMBL510340,CHRM3,modsar,1,5.34,5.231798472930589,0.10820152706941055
CHEMBL513228,CHRM3,modsar,1,6.1,7.3364220298694365,1.2364220298694368
CHEMBL516,CHRM3,modsar,1,7.34,5.66,1.6799999999999997
CHEMBL517712,CHRM3,modsar,1,8.68,7.76466540370734,0.9153345962926593
CHEMBL519893,CHRM3,modsar,1,5.6,6.490230718026401,0.8902307180264017
CHEMBL522020,CHRM3,modsar,1,8.0,6.624956029649042,1.3750439703509576
CHEMBL522992,CHRM3,modsar,1,5.9,6.85658832397691,0.9565883239769093
CHEMBL524031,CHRM3,modsar,1,5.6,6.605072823252816,1.0050728232528163
CHEMBL524168,CHRM3,modsar,1,6.3,6.458149495925939,0.1581494959259393
CHEMBL556426,CHRM3,modsar,1,9.38,9.433370957952453,0.05337095795245261
CHEMBL59939,CHRM3,modsar,1,5.47,5.423612496091938,0.04638750390806212
CHEMBL61700,CHRM3,modsar,1,5.51,5.603910144262299,0.09391014426229916
CHEMBL629,CHRM3,modsar,1,7.59,6.77,0.8200000000000003
CHEMBL643,CHRM3,modsar,1,7.7,6.3799999999999955,1.3200000000000047
CHEMBL75880,CHRM3,modsar,1,5.51,4.057373737373736,1.4526262626262634
CHEMBL787,CHRM3,modsar,1,5.18,8.608232131778617,3.4282321317786177
CHEMBL91,CHRM3,modsar,1,5.5,5.34,0.16000000000000014
CHEMBL936,CHRM3,modsar,1,6.61,7.424037686614231,0.8140376866142303
CHEMBL965,CHRM3,modsar,1,5.55,7.59,2.04
CHEMBL1083723,CHRM3,modsar,1,6.6,6.102199317206278,0.4978006827937218
CHEMBL1084804,CHRM3,modsar,1,6.9,5.928566008418359,0.971433991581641
CHEMBL1084993,CHRM3,modsar,1,5.9,5.852128273577329,0.047871726422671124
CHEMBL1085556,CHRM3,modsar,1,5.7,5.925005133264845,0.22500513326484484
CHEMBL1090096,CHRM3,modsar,1,5.37,5.32574811523478,0.04425188476522024
CHEMBL1092460,CHRM3,modsar,1,5.25,6.39299208886575,1.1429920888657499
CHEMBL1113,CHRM3,modsar,1,5.75,6.35,0.5999999999999996
CHEMBL1123,CHRM3,modsar,1,8.36,7.14503403820674,1.2149659617932596
CHEMBL1180282,CHRM3,modsar,1,7.06,6.6112376859114175,0.44876231408858214
CHEMBL1180309,CHRM3,modsar,1,4.84,6.090571867073386,1.2505718670733863
CHEMBL1180312,CHRM3,modsar,1,5.55,6.752327797138809,1.2023277971388096
CHEMBL1180331,CHRM3,modsar,1,6.46,6.9589318935296305,0.4989318935296305
CHEMBL1182709,CHRM3,modsar,1,7.0,5.799031698202143,1.2009683017978574
CHEMBL1184134,CHRM3,modsar,1,5.69,5.923957145780818,0.23395714578081783
CHEMBL1184138,CHRM3,modsar,1,5.5,5.687330764276947,0.18733076427694684
CHEMBL1185758,CHRM3,modsar,1,5.71,5.583539817523944,0.12646018247605628
CHEMBL1186941,CHRM3,modsar,1,4.41,4.628827814196641,0.21882781419664088
CHEMBL1187077,CHRM3,modsar,1,4.52,4.954803433346836,0.43480343334683624
CHEMBL1187802,CHRM3,modsar,1,4.44,5.111654575271432,0.6716545752714316
CHEMBL1190784,CHRM3,modsar,1,6.39,5.521940718914893,0.8680592810851069
CHEMBL1194286,CHRM3,modsar,1,8.79,9.413063290347939,0.6230632903479396
CHEMBL1196246,CHRM3,modsar,1,9.62,9.596564652883114,0.023435347116885552
CHEMBL1197028,CHRM3,modsar,1,9.51,9.399902632558016,0.11009736744198406
CHEMBL1197117,CHRM3,modsar,1,9.02,9.21337072063096,0.19337072063096095
CHEMBL1197216,CHRM3,modsar,1,8.98,9.719278562671352,0.7392785626713518
CHEMBL1197250,CHRM3,modsar,1,8.77,9.060884889586637,0.2908848895866374
CHEMBL1200406,CHRM3,modsar,1,6.35,6.52398458203235,0.17398458203235023
CHEMBL1201207,CHRM3,modsar,1,5.19,4.75,0.4400000000000004
CHEMBL1201335,CHRM3,modsar,1,9.6,8.99122031917047,0.6087796808295298
CHEMBL120135,CHRM3,modsar,1,5.59,5.758620704728813,0.16862070472881285
CHEMBL120972,CHRM3,modsar,1,5.8,6.131593032956653,0.3315930329566532
CHEMBL1289202,CHRM3,modsar,1,6.9,7.02455304327077,0.12455304327076977
CHEMBL1289314,CHRM3,modsar,1,6.7,6.199998661939138,0.5000013380608621
CHEMBL1289758,CHRM3,modsar,1,7.8,6.099967700523719,1.7000322994762804
CHEMBL1289865,CHRM3,modsar,1,7.8,6.099976701657708,1.700023298342292
CHEMBL1289866,CHRM3,modsar,1,8.4,7.748934360904316,0.6510656390956839
CHEMBL1290183,CHRM3,modsar,1,7.0,6.586600331288197,0.41339966871180334
CHEMBL1290410,CHRM3,modsar,1,6.5,6.756382003245533,0.25638200324553306
CHEMBL132698,CHRM3,modsar,1,5.66,7.22,1.5599999999999996
CHEMBL1618018,CHRM3,modsar,1,7.12,8.333875144635927,1.213875144635927
CHEMBL1628227,CHRM3,modsar,1,7.16,6.77,0.39000000000000057
CHEMBL1770373,CHRM3,modsar,1,6.52,6.35,0.16999999999999993
CHEMBL1777826,CHRM3,modsar,1,8.92,7.978152262774427,0.9418477372255731
CHEMBL1779032,CHRM3,modsar,1,8.44,8.117230071192129,0.3227699288078707
CHEMBL1779034,CHRM3,modsar,1,9.0,8.714911666088462,0.2850883339115384
CHEMBL1779035,CHRM3,modsar,1,7.15,8.237126408686024,1.0871264086860233
CHEMBL1779037,CHRM3,modsar,1,8.77,8.505320481226693,0.2646795187733062
CHEMBL1779039,CHRM3,modsar,1,7.65,8.714845068143635,1.0648450681436348
CHEMBL1779041,CHRM3,modsar,1,7.75,9.158828363104032,1.408828363104032
CHEMBL1779042,CHRM3,modsar,1,7.13,7.745031865325966,0.6150318653259665
CHEMBL1779043,CHRM3,modsar,1,7.82,8.094204818802204,0.27420481880220393
CHEMBL1789387,CHRM3,modsar,1,9.52,9.121344004752466,0.3986559952475339
CHEMBL1789429,CHRM3,modsar,1,9.0,9.263467746193156,0.2634677461931556
CHEMBL1789434,CHRM3,modsar,1,7.75,9.200797794992457,1.4507977949924573
CHEMBL1789454,CHRM3,modsar,1,9.22,9.302151489305817,0.08215148930581684
CHEMBL1921912,CHRM3,modsar,1,8.2,9.892628881663555,1.6926288816635555
CHEMBL1921920,CHRM3,modsar,1,8.6,8.903014028300989,0.3030140283009892
CHEMBL1921926,CHRM3,modsar,1,9.4,10.13578895954142,0.73578895954142
CHEMBL1921933,CHRM3,modsar,1,9.0,9.398050834851821,0.398050834851821
CHEMBL1921943,CHRM3,modsar,1,9.7,9.571268795687537,0.1287312043124622
CHEMBL1921944,CHRM3,modsar,1,9.7,9.044610198214682,0.6553898017853168
CHEMBL1922049,CHRM3,modsar,1,9.0,9.412798910611833,0.4127989106118335
CHEMBL1922056,CHRM3,modsar,1,9.5,9.735939035901477,0.23593903590147747
CHEMBL1924025,CHRM3,modsar,1,9.8,9.070792268837602,0.7292077311623988
CHEMBL1924029,CHRM3,modsar,1,9.6,8.740806133112478,0.8591938668875212
CHEMBL1924032,CHRM3,modsar,1,8.9,8.227580286055924,0.6724197139440768
CHEMBL1924037,CHRM3,modsar,1,8.6,9.228154944303395,0.6281549443033949
CHEMBL2023761,CHRM3,modsar,1,7.58,6.837564738372869,0.742435261627131
CHEMBL2111176,CHRM3,modsar,1,7.59,6.107123941486972,1.4828760585130283
CHEMBL2206587,CHRM3,modsar,1,7.99,5.9,2.09
CHEMBL2206599,CHRM3,modsar,1,7.34,7.383741151767102,0.043741151767101805
CHEMBL2206604,CHRM3,modsar,1,6.65,7.358739723026966,0.7087397230269659
CHEMBL2207177,CHRM3,modsar,1,7.88,7.383741151767102,0.49625884823289823
CHEMBL2219563,CHRM3,modsar,1,6.5,5.687330764276947,0.8126692357230532
CHEMBL2306159,CHRM3,modsar,1,5.98,6.355278885836043,0.3752788858360425
CHEMBL2308786,CHRM3,modsar,1,6.08,6.501985258971097,0.4219852589710973
CHEMBL244946,CHRM3,modsar,1,5.5,7.699999999999996,2.1999999999999957
CHEMBL277642,CHRM3,modsar,1,6.48,9.629299536390809,3.1492995363908083
CHEMBL300987,CHRM3,modsar,1,4.97,5.570406532587199,0.6004065325871997
CHEMBL305906,CHRM3,modsar,1,7.47,7.076445503165862,0.39355449683413735
CHEMBL3084662,CHRM3,modsar,1,6.01,7.229685774766528,1.2196857747665284
CHEMBL3085078,CHRM3,modsar,1,7.56,7.588489526817286,0.028489526817286226
CHEMBL3085081,CHRM3,modsar,1,5.64,6.837767825846039,1.1977678258460394
CHEMBL3085084,CHRM3,modsar,1,5.67,6.657518800626729,0.987518800626729
CHEMBL3085087,CHRM3,modsar,1,7.24,6.955030733391197,0.28496926660880284
CHEMBL3085092,CHRM3,modsar,1,6.96,8.76589593290549,1.8058959329054902
CHEMBL3087236,CHRM3,modsar,1,9.7,8.900083375091736,0.7999166249082634
CHEMBL3087362,CHRM3,modsar,1,9.8,9.280794574490042,0.5192054255099592
CHEMBL3087365,CHRM3,modsar,1,8.6,9.573139672038467,0.9731396720384673
CHEMBL3087370,CHRM3,modsar,1,9.6,9.287764813666076,0.31223518633392366
CHEMBL3087373,CHRM3,modsar,1,9.1,9.44408036631494,0.344080366314941
CHEMBL3087377,CHRM3,modsar,1,9.4,9.38174324200441,0.01825675799559079
CHEMBL3087379,CHRM3,modsar,1,9.1,9.221587568516819,0.12158756851681929
CHEMBL3087947,CHRM3,modsar,1,9.1,9.413517372755322,0.31351737275532265
CHEMBL3087949,CHRM3,modsar,1,10.0,9.904974012222794,0.0950259877772055
CHEMBL3087954,CHRM3,modsar,1,9.6,9.696840437889009,0.09684043788900887
CHEMBL3087956,CHRM3,modsar,1,7.6,10.113494087841842,2.513494087841842
CHEMBL3087958,CHRM3,modsar,1,9.5,9.795772201196378,0.29577220119637815
CHEMBL3088080,CHRM3,modsar,1,10.1,9.415126398208573,0.684873601791427
CHEMBL3088081,CHRM3,modsar,1,10.2,9.58217285563831,0.617827144361689
CHEMBL3140095,CHRM3,modsar,1,6.5,7.013559502926251,0.5135595029262507
CHEMBL3140097,CHRM3,modsar,1,7.95,9.642519952395894,1.6925199523958936
CHEMBL3140098,CHRM3,modsar,1,7.19,7.275571792974843,0.08557179297484296
CHEMBL3140112,CHRM3,modsar,1,7.37,7.081364629283812,0.2886353707161877
CHEMBL3140114,CHRM3,modsar,1,7.19,7.24048551264625,0.05048551264625001
CHEMBL3140173,CHRM3,modsar,1,6.54,7.5684381682545885,1.0284381682545884
CHEMBL3140185,CHRM3,modsar,1,8.7,8.50309202528777,0.19690797471222865
CHEMBL3140213,CHRM3,modsar,1,8.64,8.180094992954137,0.45990500704586346
CHEMBL3140215,CHRM3,modsar,1,6.15,6.656547967084879,0.5065479670848783
CHEMBL3140260,CHRM3,modsar,1,6.81,7.276805470554709,0.4668054705547098
CHEMBL3140262,CHRM3,modsar,1,6.86,7.203692729517842,0.3436927295178416
CHEMBL3401642,CHRM3,modsar,1,6.96,6.720675157188635,0.23932484281136457
CHEMBL3401657,CHRM3,modsar,1,5.97,7.831846859863958,1.8618468598639586
CHEMBL3559202,CHRM3,modsar,1,9.15,9.341236516794087,0.1912365167940866
CHEMBL3559206,CHRM3,modsar,1,6.22,9.383390268209471,3.1633902682094712
CHEMBL376897,CHRM3,modsar,1,8.96,8.963145547647484,0.0031455476474828714
CHEMBL395110,CHRM3,modsar,1,6.72,7.109999999999999,0.3899999999999997
CHEMBL41,CHRM3,modsar,1,5.44,5.975332705379222,0.5353327053792212
CHEMBL415,CHRM3,modsar,1,6.77,6.690000000000005,0.07999999999999474
CHEMBL443925,CHRM3,modsar,1,7.8,7.134757990469598,0.6652420095304015
CHEMBL448294,CHRM3,modsar,1,8.2,7.982837756106334,0.21716224389366534
CHEMBL449640,CHRM3,modsar,1,7.6,7.92727027940978,0.32727027940978015
CHEMBL450685,CHRM3,modsar,1,6.3,6.600723096348298,0.30072309634829786
CHEMBL480299,CHRM3,modsar,1,7.7,7.477763664424251,0.22223633557574907
CHEMBL486982,CHRM3,modsar,1,8.0,7.685092806523971,0.3149071934760288
CHEMBL487764,CHRM3,modsar,1,6.5,6.745128213841563,0.24512821384156336
CHEMBL492391,CHRM3,modsar,1,5.9,7.327703129051477,1.4277031290514763
CHEMBL492802,CHRM3,modsar,1,7.1,8.179343174770294,1.079343174770294
CHEMBL492997,CHRM3,modsar,1,7.0,6.300000000000011,0.6999999999999886
CHEMBL493131,CHRM3,modsar,1,7.3,7.393673909162858,0.09367390916285778
CHEMBL494151,CHRM3,modsar,1,5.4,6.300000000000021,0.9000000000000208
CHEMBL494411,CHRM3,modsar,1,6.5,7.326899918208802,0.8268999182088024
CHEMBL494742,CHRM3,modsar,1,6.1,6.300000000000006,0.2000000000000064
CHEMBL494752,CHRM3,modsar,1,6.7,8.781208062856125,2.081208062856125
CHEMBL494781,CHRM3,modsar,1,6.3,6.319683072809495,0.019683072809494995
CHEMBL494953,CHRM3,modsar,1,6.3,7.279327415717139,0.9793274157171394
CHEMBL494962,CHRM3,modsar,1,5.1,7.680413072154184,2.580413072154184
CHEMBL495172,CHRM3,modsar,1,7.3,8.178700784199817,0.8787007841998173
CHEMBL495180,CHRM3,modsar,1,7.1,7.624506760055665,0.5245067600556652
CHEMBL495360,CHRM3,modsar,1,6.3,7.6251152018080735,1.3251152018080736
CHEMBL495361,CHRM3,modsar,1,6.0,6.300000000000011,0.30000000000001137
CHEMBL498556,CHRM3,modsar,1,5.52,5.647990672040645,0.12799067204064585
CHEMBL501727,CHRM3,modsar,1,4.7,7.654322343972309,2.9543223439723088
CHEMBL507375,CHRM3,modsar,1,8.7,8.450854248053792,0.24914575194620703
CHEMBL522992,CHRM3,modsar,1,5.9,6.734411304268479,0.8344113042684782
CHEMBL526009,CHRM3,modsar,1,7.8,7.654322343972309,0.1456776560276909
CHEMBL549577,CHRM3,modsar,1,9.12,9.013135202058951,0.1068647979410482
CHEMBL551729,CHRM3,modsar,1,9.64,9.59007618296142,0.04992381703858051
CHEMBL554699,CHRM3,modsar,1,9.15,9.454890456772908,0.3048904567729078
CHEMBL59347,CHRM3,modsar,1,4.49,4.9317061846203405,0.4417061846203403
CHEMBL59898,CHRM3,modsar,1,6.02,5.653750739159032,0.3662492608409673
CHEMBL61774,CHRM3,modsar,1,4.9,5.065758431160496,0.16575843116049604
CHEMBL62247,CHRM3,modsar,1,5.58,5.830342998143752,0.2503429981437515
CHEMBL62251,CHRM3,modsar,1,5.55,5.919456224622257,0.36945622462225725
CHEMBL6437,CHRM3,modsar,1,5.85,7.34,1.4900000000000002
CHEMBL83,CHRM3,modsar,1,5.53,5.68,0.14999999999999947
CHEMBL900,CHRM3,modsar,1,6.76,7.034326147961897,0.27432614796189725
CHEMBL936,CHRM3,modsar,1,6.61,7.586694842894074,0.9766948428940738
CHEMBL965,CHRM3,modsar,1,5.55,5.27,0.28000000000000025
CHEMBL9967,CHRM3,modsar,1,6.02,5.82,0.1999999999999993
CHEMBL104,CHRM3,modsar,1,5.0,5.5,0.5
CHEMBL1083108,CHRM3,modsar,1,6.0,5.724003896013519,0.2759961039864809
CHEMBL1083317,CHRM3,modsar,1,5.0,5.720479548474725,0.7204795484747253
CHEMBL1083403,CHRM3,modsar,1,5.4,5.431289349320615,0.031289349320614335
CHEMBL1083925,CHRM3,modsar,1,7.4,5.361921250422342,2.038078749577658
CHEMBL1083926,CHRM3,modsar,1,5.6,5.361921250422342,0.2380787495776575
CHEMBL1084851,CHRM3,modsar,1,7.9,7.941874685648751,0.041874685648751075
CHEMBL1092460,CHRM3,modsar,1,5.25,6.7149469858049455,1.4649469858049455
CHEMBL1180290,CHRM3,modsar,1,6.16,6.121694572409192,0.03830542759080835
CHEMBL1180297,CHRM3,modsar,1,6.59,6.419999999999984,0.17000000000001592
CHEMBL1180331,CHRM3,modsar,1,6.46,6.419999999999984,0.04000000000001602
CHEMBL1183934,CHRM3,modsar,1,6.52,5.975184726010413,0.5448152739895864
CHEMBL1184098,CHRM3,modsar,1,5.17,6.810000000000002,1.6400000000000023
CHEMBL1184116,CHRM3,modsar,1,7.39,6.607597322092721,0.782402677907279
CHEMBL1184119,CHRM3,modsar,1,6.24,4.940000000000025,1.299999999999975
